Rating,Name,Rating Agency Name,Date,Sector,currentRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,grossProfitMargin,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BBB,Company 300,Rating agency 3,12/15/2015,Miscellaneous,0.255161542,0.871838325,0.482539654,0.077152637,-0.390095206,0.579828508,0.501521469,0.295291728,1.276859209,0.106215317,0.34025362,0.193117827,0.610980718,-0.071496917,0.39329927,-0.504887274,-0.215256753,2.41187926
B,Company 240,Rating agency 1,12/16/2015,Consumer Durables,1.512964694,0.049520678,0.340430516,-0.304392302,-0.649504605,-0.204150159,-0.914193448,0.91048336,0.807047893,0.008103752,-0.473692102,0.174352618,0.36266162,-0.084777675,0.05377135,-0.481013496,-0.458567335,0.923332789
A,Company 344,Rating agency 1,12/18/2015,Public Utilities,-1.619148589,-2.018656439,-0.072696009,-0.017886001,1.473462764,-0.279033788,-0.563411224,-0.550197607,2.374524377,0.114945302,0.374332122,0.136791932,-0.340507943,-0.109317429,0.090315233,0.164138157,-0.114248916,-1.777398613
A,Company 272,Rating agency 3,12/18/2015,Capital Goods,0.520488745,0.832324551,-2.446369468,0.100823903,-1.102060714,0.389426577,0.496371614,0.324680802,0.672259727,0.083494744,0.169376069,0.135080754,0.511085469,0.116861894,-0.009131858,0.133970266,-0.176616259,0.399435139
AA,Company 232,Rating agency 3,12/18/2015,Technology,-0.379146999,-0.080279622,0.183667371,0.532930741,-0.045608775,1.060739943,2.058103823,0.185700487,0.618452075,0.494298633,1.065223126,0.007282807,0.399212088,0.370324503,0.002007564,0.783384511,0.010929486,0.328137803
BBB,Company 86,Rating agency 1,12/21/2015,Basic Industries,1.130409193,0.43852458,0.280245079,0.051143994,-0.928640042,-0.130833605,-0.780807659,-0.21330004,-0.637914226,-0.042620486,-1.411259601,0.124382245,0.04370353,0.017686801,0.162916828,0.257551338,-0.115361956,1.188063086
B,Company 23,Rating agency 1,12/22/2015,Technology,0.587726881,1.111112484,0.662634187,-0.953224815,0.209464441,-0.885245551,-0.022201642,-0.28650918,0.553012395,-0.017935706,-0.843975076,-1.236406789,0.238431608,-0.097553777,0.413191029,-0.506038693,-0.041556488,0.839425382
B,Company 488,Rating agency 1,12/22/2015,Consumer Services,-0.580793093,0.258992341,-0.259856624,-0.287593775,-0.692530758,0.699863183,-0.133069343,1.444101747,1.386479244,0.027531322,-0.250523208,0.263718245,0.539087178,-0.047533183,-0.124245662,-0.39385416,-0.366126341,1.984553348
BB,Company 91,Rating agency 1,12/22/2015,Energy,1.067875159,1.533042912,0.214913238,-0.127913406,1.262600258,-0.386188973,-2.309265611,-1.774603955,-1.970324194,0.056318969,-0.012065388,0.079826501,0.613310141,0.177537161,-0.097788307,0.20294835,1.265105793,-1.412451879
BB,Company 503,Rating agency 4,12/22/2015,Consumer Services,-0.10311915,0.917946705,0.229893311,0.567933243,1.371877798,0.510349067,0.749764799,-0.134371435,-0.909039286,0.088014788,0.242359074,-0.052912513,0.16871905,-0.040071243,0.099230889,-0.149997552,0.265021086,-0.212512855
BBB,Company 96,Rating agency 1,12/22/2015,Technology,-0.716142513,-0.32421809,0.032905275,-0.322718524,-1.30364402,0.253384616,-0.186413932,1.18441242,0.505683765,0.186307461,0.594804907,0.140167339,-0.200969253,-0.080478752,-0.095085265,0.070411185,-0.405806588,-0.0344731
BBB,Company 559,Rating agency 1,12/23/2015,Energy,-2.383726464,-0.377810294,0.303219829,-3.8270134,0.43553446,-1.80899261,-0.022201642,-2.118699638,-2.281197194,0.17450715,0.582875904,-0.131820069,0.641704514,-0.219110826,-1.127607882,-1.260758705,-0.932482566,-1.37663171
BBB,Company 413,Rating agency 4,12/23/2015,Public Utilities,0.232937261,0.033768289,0.854655386,0.305562765,-0.10019533,0.625784261,-0.213082274,-0.550883075,-0.616110692,0.003539431,-1.003140374,0.24290423,0.029222873,-0.087818185,-0.131649989,-0.316598253,0.434472599,-0.790248249
BBB,Company 367,Rating agency 3,12/28/2015,Energy,-1.224488053,-0.944565974,1.069043544,0.914318578,0.771081102,-0.564316883,-2.312997341,-2.858476875,-2.427882498,-0.044165176,-1.453943023,-0.120713463,-0.588999021,-0.153145269,0.659343738,-0.392545708,0.372400067,-0.675277669
BB,Company 167,Rating agency 3,12/30/2015,Public Utilities,-1.614879144,-1.351277815,0.423512458,-0.819789787,0.835897657,-0.956247005,-0.022201642,-1.534943321,-1.618111927,0.507702038,1.122470536,0.067942793,-0.68522954,-0.170694524,0.328802945,-0.239431855,0.434122876,-0.585277947
BBB,Company 554,Rating agency 4,01/05/2016,Health Care,-0.038149141,-0.234238243,1.14044903,0.466491213,-0.273291728,1.375385257,0.839086173,0.410766635,0.821594204,0.009955958,-0.423450797,-0.01002941,0.445354872,0.017308659,0.180517352,-0.114236749,-0.07265174,-0.414611511
A,Company 317,Rating agency 3,01/07/2016,Consumer Services,0.325966901,0.112175203,0.527826838,-0.109899223,-0.482436512,0.876908845,0.784057627,0.926498309,0.197905013,0.151304905,0.514580168,0.2019247,-0.12267975,-0.060946479,0.220342479,0.072866617,-0.339333414,0.301840098
A,Company 220,Rating agency 3,01/08/2016,Consumer Services,-0.73930333,0.034380916,0.484183899,0.524812197,-0.163807517,0.908551236,0.269503528,-0.06012157,-0.232843279,-0.025450471,-1.182990877,0.184174165,0.241022417,0.033837433,0.114305446,0.104063969,0.047601355,-0.219932376
BB,Company 307,Rating agency 3,01/11/2016,Technology,0.066718529,1.036549427,0.557025638,-0.17025684,-0.119087233,-0.558245641,-2.11966607,-1.382173054,1.059214443,0.058436014,-0.00474263,0.121076238,0.556689472,-0.042133137,0.239870988,-0.376916635,0.084527962,2.132766805
BBB,Company 289,Rating agency 4,01/11/2016,Public Utilities,0.405928676,1.066177182,0.270483764,-0.544203283,1.489291557,-0.748901907,-0.022201642,-0.875798884,-1.313287934,0.097699556,0.275621006,0.247179044,-0.538442471,-0.168966931,0.329739371,0.322362201,0.350360792,-0.064475631
BBB,Company 193,Rating agency 3,01/11/2016,Miscellaneous,-0.063747451,0.099794899,0.844956411,0.134852036,-0.527601129,-0.296307961,-0.831145788,-0.989476467,0.846102508,0.062881739,0.086037683,0.177738556,0.504322581,0.005549753,0.225153591,-0.18274593,-0.087246191,-0.190849183
BBB,Company 353,Rating agency 2,01/11/2016,Consumer Services,-0.544206216,-0.130302192,0.065396392,2.297736111,1.22123531,-0.466343825,0.415808583,-1.425263449,-1.334379053,0.090443488,0.266815121,-0.227384859,0.103532688,-0.029170531,0.349223243,-0.030270996,0.756754208,-0.57429588
BB,Company 483,Rating agency 3,01/12/2016,Basic Industries,-0.102279025,0.184203436,0.612006367,-0.207666631,-0.41698983,0.884733739,-0.583933717,0.797332787,0.404374966,-0.038628519,-1.315001163,0.353230591,0.418581213,-0.068500858,0.095196006,-0.431603934,-0.187295809,0.253045615
BBB,Company 453,Rating agency 3,01/12/2016,Consumer Services,0.527450726,0.421476738,-2.446369468,0.041430534,-0.364920796,1.929385858,0.969812964,1.126021629,0.571266601,0.028646382,-0.24968586,0.178772232,0.343236079,0.046573161,0.015644078,0.066959576,-0.30784514,0.247399757
BB,Company 297,Rating agency 3,1/15/2016,Energy,-0.095177711,-1.413861247,-0.175165803,-0.401880306,-1.403537942,-0.611913114,-2.63229194,1.522835875,0.818245821,0.089145797,0.208889745,-0.253721868,-0.198739747,-0.142047013,2.975755713,-0.813601711,-0.58161036,1.293745905
BBB,Company 495,Rating agency 3,1/15/2016,Basic Industries,1.124470335,0.2529873,0.381425259,0.234241893,-0.594573016,2.076120916,1.607600103,1.055762199,0.378955197,0.10918259,0.361356972,0.1215678,0.138331974,0.300968938,0.141137817,0.978342112,-0.231967847,0.803308943
BBB,Company 189,Rating agency 4,1/20/2016,Capital Goods,0.91294948,-0.10447306,0.540428645,-1.138011344,-0.621309618,-1.999834826,-0.022201642,0.431046647,0.066171472,-0.003611354,-0.599671134,-0.093902379,0.324651604,-0.009555318,-0.814278462,-0.131810852,-0.207336161,0.653122631
BBB,Company 197,Rating agency 3,1/20/2016,Capital Goods,0.170755361,-0.084326924,-0.033885423,-0.168304093,-1.012451866,-0.015522694,-0.031996002,0.448944745,0.416532785,0.121022991,0.347420045,0.115863061,0.255542042,-0.024295205,0.087496518,-0.1460883,-0.348742335,0.77846622
AA,Company 10,Rating agency 3,1/21/2016,Public Utilities,-0.682615627,-0.973026769,0.351643833,-0.096034273,-0.860173565,-0.157289689,-0.562458652,-0.34044869,-1.015432923,0.113088895,0.362095801,0.18225239,-0.322341513,-0.084148594,-0.007649495,0.463415638,0.060995606,0.815823141
BBB,Company 63,Rating agency 3,1/21/2016,Basic Industries,0.659653527,-0.11788671,-0.054876655,0.38060424,-0.897671631,2.113562264,1.712911535,0.894435066,0.136723397,0.126621966,0.389327692,0.105479276,0.375334446,0.226024597,-0.054126514,0.531150406,-0.066822169,1.109681875
B,Company 457,Rating agency 3,1/22/2016,Energy,-0.004495279,-0.404708569,0.43103528,-3.8270134,1.49154605,-4.476221577,-0.022201642,-0.673422923,-1.150610343,0.9374875,1.295919417,-0.06671395,-1.858938997,-0.212682049,-0.297025317,-0.516425328,0.809010942,-1.777398613
BBB,Company 417,Rating agency 3,1/22/2016,Health Care,0.587036306,0.697026601,0.660464867,-0.013097998,-0.424076598,0.077686135,0.853044731,-0.041614682,0.134650442,0.461672282,1.094204391,0.188734056,0.27096286,-0.103812927,0.662851062,-0.558864751,-0.189091631,0.20586568
BB,Company 269,Rating agency 3,1/26/2016,Capital Goods,0.361712004,0.283382281,0.504615137,-0.286732898,-1.009487507,-0.220252966,-1.018752001,0.671935537,0.708712618,0.001781043,-0.562007273,0.177760126,0.470878894,-0.041678741,0.044228959,-0.337152007,-0.3595215,0.641318776
BB,Company 507,Rating agency 4,1/26/2016,Health Care,-0.774391609,0.475231569,-2.446369468,-0.324617838,1.267013297,0.883467141,0.124596619,1.725246688,1.767756253,0.11949622,0.378764748,0.279817427,0.390114999,0.035726694,-0.120808159,-0.021556426,-0.537183166,-0.771211263
B,Company 225,Rating agency 4,1/27/2016,Basic Industries,0.211499506,-1.152954357,-0.404584955,-3.240545837,-1.535747425,-3.379937388,-0.022201642,-0.660984416,-1.06688311,0.343585684,0.951482574,-0.011370634,-1.815744711,-0.272158708,-0.337619141,-0.311544002,0.004850484,0.527308176
BB,Company 163,Rating agency 3,1/27/2016,Technology,-0.011931223,0.508382322,0.32391524,-0.079178006,-0.523420718,0.041343253,-0.148547663,0.404030989,-0.050021044,0.024675339,-0.28272784,-0.088918174,0.025250991,-0.121552901,-0.025608144,-0.597505818,-0.200726748,0.334276847
BBB,Company 447,Rating agency 4,1/27/2016,Finance,-1.302802431,-0.08971904,0.466593788,0.22515558,1.488002193,-0.348061919,-0.726357234,-1.129785651,1.843790851,0.081701304,0.158460022,0.08965867,0.525326419,0.524401401,0.047884468,0.920456772,-0.419726831,-1.777398613
CCC,Company 192,Rating agency 4,1/27/2016,Transportation,0.205148907,0.611989728,0.230973521,-0.299110991,-1.198753662,0.32811775,-0.323364599,1.587982611,0.759225663,-0.014888279,-0.780683153,0.17966573,0.121460497,-0.037066809,-0.035109579,-0.091924617,-0.473147155,0.96376294
B,Company 446,Rating agency 3,1/28/2016,Consumer Services,1.49472904,1.814476484,-0.014953202,-0.34341178,0.189453598,-0.47689237,-0.022201642,-0.028514358,-0.632623395,-8.753538437,1.591649701,0.384861106,0.182467266,-0.096220385,0.115689184,-0.472490961,0.014402413,0.999749054
BBB,Company 186,Rating agency 3,1/29/2016,Energy,-0.510297296,0.294882726,-0.014256776,-1.029538657,-0.6616076,-0.872811429,-0.022201642,-0.423490256,-1.057182391,0.077248124,0.117179262,-0.245779673,-0.844552632,-6.399551167,0.129956777,3.454151106,0.063930568,0.013623653
A,Company 113,Rating agency 3,02/01/2016,Energy,-0.198539883,-0.265996869,0.946015219,-1.066920583,-0.860693831,-0.363276638,-0.022201642,-0.18838015,-0.664158815,0.00152872,-0.538357199,-0.59042993,-0.369779201,-0.131335347,0.095029376,-0.286692912,-0.128680374,-0.173939805
A,Company 57,Rating agency 3,02/01/2016,Basic Industries,-0.029091353,0.957662641,0.232466448,-0.544520497,-0.947552268,-0.563983105,-0.022201642,-0.535034319,-1.074373858,0.011224946,-0.671037319,2.228424179,0.244906206,0.08077817,0.103786959,0.251082455,0.40953007,-0.122789682
BBB,Company 107,Rating agency 2,02/01/2016,Consumer Services,2.233718971,1.091681197,-0.362188644,0.249060839,0.254903561,0.706525411,0.18204618,0.285416557,0.312723573,-0.03252784,-1.17231851,0.158249658,0.207299288,-0.023237972,0.100868757,-0.093463215,-0.174127295,0.12488629
BB,Company 544,Rating agency 3,02/03/2016,Consumer Non-Durables,0.469162371,0.588310428,-0.021523041,-0.194291785,-0.797163844,-0.196356594,-0.1918452,0.395210884,-0.196834653,0.1260163,0.391959931,0.349495745,-0.26825817,-0.116207589,0.054720405,-0.226292337,-0.356367932,0.010427457
BBB,Company 386,Rating agency 3,02/03/2016,Technology,-0.096597453,0.446157334,-0.859065315,0.086946296,1.402743921,1.17052287,0.081195511,0.32026294,0.481752522,-0.001474262,-0.591399405,0.221392539,0.521419012,0.05784629,0.460769818,-0.032871429,0.42545823,-1.214153772
C,Company 150,Rating agency 4,02/03/2016,Basic Industries,0.158594686,0.483390956,-0.920056582,-2.11165383,-1.196412829,1.009753173,1.047525634,0.444763801,-0.283734823,-0.332279645,2.755445799,0.317542659,-2.078265152,-0.154266812,0.059759405,-0.761854783,-0.571429611,1.158845522
CCC,Company 305,Rating agency 4,02/03/2016,Energy,-1.234409064,-3.525667866,0.251786563,-3.8270134,0.09911979,-2.824083298,-0.022201642,-1.467328134,-1.88150689,0.011799397,-0.438888773,0.067257838,-0.394423966,-0.13402161,-0.37828184,-0.275424709,1.050677545,-0.840962987
BBB,Company 577,Rating agency 2,02/04/2016,Technology,-0.25672939,0.714306039,-2.446369468,0.162257905,1.504471787,0.295347248,-0.217689582,-0.257992147,0.551695615,0.024114354,-0.276579807,-0.026614587,0.49564174,-0.100002741,0.182309847,-0.597200194,-0.00565217,-1.777398613
B,Company 252,Rating agency 3,02/08/2016,Energy,-0.824562251,-2.446917225,-0.351039302,-0.588782889,-1.124931237,-1.247544495,-0.022201642,0.889818327,-0.125727564,0.250134185,0.75755545,0.015880445,-0.342743213,-0.120642834,0.111041843,-0.061136147,-0.339294162,0.796187836
B,Company 498,Rating agency 3,02/08/2016,Consumer Services,-0.298788867,-3.475137616,0.386797129,-0.179073471,1.520642262,-0.387946743,-1.093215153,-0.36336732,-0.10582731,0.064247756,0.068238105,0.188358803,0.611695325,-0.14201442,2.975755713,-0.813947012,-0.193365991,-1.777398613
BBB,Company 156,Rating agency 4,02/08/2016,Consumer Services,0.09685725,0.42016805,0.443100146,0.006261762,-0.267040286,0.295705728,3.760369805,0.394551918,0.747700683,2.211204001,1.490603762,0.09344492,0.482630424,-0.043521118,0.271313144,-0.351352393,-0.231404545,0.328484367
B,Company 319,Rating agency 3,02/09/2016,Energy,-0.887540068,-0.53375926,-0.272372096,-3.8270134,1.516125173,-4.476221577,-0.022201642,-0.881059823,-1.473135907,0.016762653,-0.327124811,0.022805214,0.613065362,-0.033662555,-0.32098349,-0.367982861,1.135047699,-1.777398613
B,Company 237,Rating agency 3,02/09/2016,Energy,0.170010803,-3.525667866,0.074896216,-1.790602222,1.489960786,-1.778222988,-0.022201642,-0.885777477,-1.470829689,0.083526388,0.16476232,0.190606218,0.620006417,0.395278336,-0.138446004,0.626511894,1.057057523,-1.777398613
BB,Company 51,Rating agency 3,02/09/2016,Energy,-0.892892665,-2.571942215,0.019692138,-3.8270134,1.488643857,-4.476221577,-0.022201642,-1.177283718,-1.655148905,0.240289964,0.751555167,0.130486259,0.616635767,-0.038145289,-0.27206216,-0.378368134,1.177081973,-1.777398613
BB,Company 370,Rating agency 3,02/09/2016,Energy,-0.117627114,0.615505186,1.253684686,-1.592373356,-1.535747425,-0.907904401,-0.022201642,-2.304140024,-2.330611094,-0.001314769,-0.605099156,0.198049616,-2.83848163,-0.342247485,0.011605348,-0.348912329,1.359852742,-0.725059917
BBB,Company 331,Rating agency 3,02/09/2016,Public Utilities,-1.374745953,-0.748915858,0.424907807,0.280310706,-0.525171313,-0.326971382,-0.645467082,-1.049467776,-1.403666717,0.067370234,0.04853039,0.054235228,-0.839425914,-0.198117124,0.144984923,-0.163381034,0.129387984,-0.322518426
CCC,Company 154,Rating agency 4,02/11/2016,Energy,-0.979878156,-1.65245503,0.514999294,-3.696067228,1.478578257,-2.947461066,-0.022201642,-1.347833718,-1.796874079,0.023541175,-0.253049711,0.090067896,0.615571701,0.079325827,-0.481736045,-0.03405796,0.799175571,-1.777398613
AA,Company 512,Rating agency 4,02/12/2016,Technology,1.941498226,0.896813697,0.488275132,0.898923745,0.356065878,0.602946649,-0.08591501,-0.214224389,-0.087495518,-0.091361606,-3.227035373,0.013081752,0.231892918,1.196394568,0.06582872,2.128499634,0.399534451,1.032118379
B,Company 381,Rating agency 3,02/12/2016,Capital Goods,0.945150263,0.850871571,0.493653656,-0.363557719,-1.151800145,-0.219476955,-0.337220396,1.200471462,0.892547844,0.403377286,0.993095221,0.356340088,0.348075458,-0.082680118,-0.112484481,-0.468902506,-0.411736659,0.743486795
A,Company 3,Rating agency 4,2/16/2016,Capital Goods,-0.600605178,0.114473182,0.706182135,0.296916676,-0.62559671,1.119738779,0.640276813,0.244469979,0.52550174,0.051332328,-0.037975049,0.096923082,0.424090337,0.088547056,0.077459981,0.11819743,-0.181458907,0.016919345
A,Company 187,Rating agency 4,2/17/2016,Consumer Services,-1.456054396,-0.505181872,0.120732641,0.213152169,1.504494111,0.090046863,0.076871432,-0.352682511,-0.193724466,0.09617907,0.281568943,0.184315909,0.08308658,0.007360187,-0.030952308,0.174075104,0.13634918,-1.777398613
BB,Company 339,Rating agency 2,2/17/2016,Consumer Services,-1.737287241,-0.728588099,0.612216528,3.260080648,-0.589693792,-0.63864438,-0.466081428,-2.692175078,-1.712343899,0.114406392,0.351043236,-0.38868182,1.717548374,-0.096363164,0.285251191,-0.803990775,-0.416961219,-0.976956454
BBB,Company 527,Rating agency 3,2/17/2016,Capital Goods,0.259887674,0.74947883,0.476658984,-0.087056544,-0.391610162,0.440276561,0.680452589,0.668675629,0.174814729,0.17442265,0.602016526,0.175111007,0.385194285,0.363384323,-0.025980201,0.779862711,-0.253315369,0.976487372
BBB,Company 542,Rating agency 3,2/17/2016,Technology,-0.233713654,0.80346865,0.02243831,0.726828628,0.517557173,1.604620902,0.75402429,0.167369126,0.781093218,-0.012996688,-0.769220768,-0.084716542,0.61920202,0.00075822,0.187310209,-0.254187623,0.091144796,1.395816555
AA,Company 587,Rating agency 1,2/18/2016,Consumer Services,-1.03120985,0.085743066,0.885055097,0.049113815,0.298717596,1.975271996,-0.022201642,0.508615495,1.241666814,-3.035529892,1.720879525,0.171180901,0.62030074,0.029779466,0.421312746,-0.17092039,-0.127420524,-0.600226436
B,Company 141,Rating agency 4,2/18/2016,Energy,-1.021638273,-0.292556687,0.562664902,-3.194650327,1.525985705,-3.432833488,-0.022201642,-0.93104391,-1.474044867,-7.25E-06,-0.565895225,0.136686257,-2.103022187,-0.524251776,-0.389737942,0.097281299,0.501061069,-1.777398613
BB,Company 360,Rating agency 3,2/18/2016,Basic Industries,1.295275294,1.30550621,-0.533380973,-1.924022969,-1.535747425,-1.545345258,-0.022201642,-0.504337667,-0.981826825,-0.016472726,-0.867928949,-0.280474207,-0.031524348,-0.128304379,0.418960163,-0.646407315,0.316674504,0.579227297
BB,Company 310,Rating agency 4,2/18/2016,Energy,1.406916096,1.599083714,0.238251768,-0.111390955,-1.278489244,-0.313781997,-1.165771193,-0.373169213,-1.040227946,-0.008245161,-0.64093646,-0.167146808,-0.661315215,-0.155838614,-0.101641521,-0.461363766,-0.218700782,0.235963455
BBB,Company 203,Rating agency 4,2/18/2016,Public Utilities,-0.525397937,0.01157969,-1.239703791,-1.476761809,1.501023584,-1.576277482,-0.022201642,-0.933366074,-1.435488112,0.109655736,0.353978214,0.252975646,-0.696549201,-0.229151251,-1.271565941,0.364559368,0.725636642,-1.777398613
BBB,Company 90,Rating agency 2,2/18/2016,Health Care,1.838298514,0.475542115,0.403521398,1.580220145,0.887797837,0.391722199,0.577251038,-0.777977616,0.259462651,0.038971398,-0.141078403,-0.01762638,0.540967031,0.284991012,0.167153965,0.487145217,0.567296132,-0.058129914
BB,Company 382,Rating agency 4,2/23/2016,Consumer Non-Durables,0.796059061,1.057800828,0.282993462,-0.998270053,-0.07411865,-1.534843681,-0.022201642,-0.278871542,0.34999171,0.048448318,-0.069373084,0.172104229,-0.078668584,-0.10748804,-0.993283196,-0.396021984,-0.429807147,0.092977739
BB,Company 420,Rating agency 4,2/24/2016,Technology,1.151628943,1.111602463,0.293308583,-0.323448325,-0.524102427,-0.541913284,-1.955132405,0.314381155,0.00290142,-0.038267792,-1.339104392,0.069619257,0.613375391,-0.101563585,-0.078045475,-0.626541061,-0.237387517,0.549604581
BB,Company 460,Rating agency 3,2/24/2016,Capital Goods,0.716568168,-0.32717401,0.236603447,-0.317269667,-0.833276911,-0.334616664,-0.668199279,0.663056169,0.387195962,0.17198938,0.574961424,0.172676585,-0.421401675,-0.139636519,0.032172966,-0.498673379,-0.508495809,0.436684155
B,Company 403,Rating agency 3,2/25/2016,Consumer Services,-0.019373587,0.528354392,-2.446369468,-0.311189752,-0.570212684,-0.477139723,-1.058975587,0.060151609,1.694836299,0.226931065,0.746858664,-0.01428395,0.724450381,-0.230962733,0.074167517,-1.290787218,-0.932482566,1.235006756
BB,Company 561,Rating agency 3,2/25/2016,Capital Goods,1.407140898,0.901953638,0.578303844,-0.199618448,-0.785245163,-0.090381894,-1.195160841,0.271476306,0.853370524,-0.058209346,-1.950267608,0.274540587,0.338644529,-0.066971082,0.107980814,-0.392164293,-0.390378555,0.811141226
BB,Company 536,Rating agency 4,2/25/2016,Public Utilities,0.880344108,0.762494308,-0.384128811,-0.300231775,-1.28829256,0.98159723,0.276293808,1.876893782,1.017099213,0.044038273,-0.096638128,0.149664732,0.394897001,-0.047983742,-0.132956251,-0.327093524,-0.49377981,2.062401141
BB,Company 114,Rating agency 4,2/26/2016,Basic Industries,3.16954016,1.816032009,-1.038607033,0.069359788,-1.438230782,0.064929128,-0.024921444,0.050246061,2.175521891,0.039310513,-0.1093305,0.142407567,0.611786248,-0.234553629,-0.017747041,-1.395095993,-0.789493025,2.496440963
BB,Company 442,Rating agency 3,2/26/2016,Consumer Durables,-0.558573852,-0.122754877,0.313051199,0.176151043,-0.348604326,0.194391855,2.273013127,0.695065116,0.701889025,0.59860736,1.119714302,-0.718882969,0.342168709,6.01641311,-0.239831159,6.219973238,-0.390478403,0.36191157
B,Company 83,Rating agency 4,2/29/2016,Energy,-0.121062591,0.628484364,0.457916992,0.484779591,1.529276088,-0.14199352,-0.701082873,-0.954359006,-1.517002703,-0.022328237,-0.942948917,0.054053332,0.620662472,0.151643398,-0.124180297,0.1479372,0.835307855,-1.777398613
BBB,Company 409,Rating agency 4,2/29/2016,Consumer Services,-0.729180652,0.360084023,-2.446369468,-0.251477073,1.502480737,-0.407384167,-1.666913331,-0.090335117,-0.667452376,-0.024900046,-1.00300009,0.173717932,0.102045924,-0.062469477,0.139249301,-0.210900032,-0.228628618,-1.777398613
B,Company 304,Rating agency 3,03/01/2016,Consumer Services,1.233048312,-0.566719901,-2.446369468,-0.084348171,-0.356033022,0.432872276,-0.077093578,0.773720636,0.813316345,-0.03364887,-1.169341387,0.158076655,0.290288662,-0.091443517,0.074129629,-0.495408173,-0.389517478,0.718747717
CC,Company 335,Rating agency 3,03/01/2016,Energy,0.370854558,0.861053739,0.104825099,-0.995797518,1.050922036,-1.167862873,-0.022201642,-0.228289429,0.025884086,0.16307293,0.554652725,-0.304678602,1.623166324,-0.290146637,-0.411448834,-1.206639897,-0.898636623,-1.004588374
BB,Company 426,Rating agency 3,03/02/2016,Consumer Services,-0.370619696,0.292342822,-2.446369468,-0.173202262,-0.646476808,1.290133734,0.288449579,1.361103673,1.262174698,-0.010903756,-0.73761895,0.172123174,0.286792762,-0.022198328,-0.072050117,-0.156583995,-0.460572774,0.464427877
B,Company 571,Rating agency 4,03/03/2016,Consumer Non-Durables,1.680725473,1.520829688,0.361261773,0.009301704,-0.231240234,-0.143210888,-0.410448216,0.04468077,0.089612917,-0.00963733,-0.664925483,-0.035225627,0.00713081,-0.126964968,0.032578163,-0.641535264,-0.273480891,1.163157221
BBB,Company 137,Rating agency 4,03/03/2016,Health Care,0.65911642,0.981620962,0.545925503,0.423939951,0.476739823,0.472552664,0.15709622,-0.018642426,0.671233424,-0.02358419,-0.981650207,0.016574115,0.311324397,-0.070094312,0.254767425,-0.397168223,-0.335800458,0.491132006
B,Company 287,Rating agency 4,03/08/2016,Consumer Services,-1.521936026,-0.19467739,-0.894573323,-0.501585196,0.450776735,-0.996856482,-0.022201642,1.463930351,0.13944923,-0.11422441,-3.227035373,-0.888204516,0.522365153,-0.120802923,-0.112430866,-0.701711734,-0.510362339,0.142301483
A,Company 89,Rating agency 4,03/09/2016,Consumer Non-Durables,-1.028416178,0.202435065,-2.446369468,0.815689859,-0.216384046,1.964893786,2.823006524,0.243611212,0.960914493,0.769697773,1.214371678,0.168548504,0.573134334,-0.022367777,0.214597258,-0.314373067,0.071112988,1.301530073
B,Company 148,Rating agency 2,03/09/2016,Energy,-1.803833906,-1.819642231,0.212930864,-3.8270134,-0.118242449,-4.476221577,-0.022201642,-0.513022334,-1.286201664,0.132223694,0.392496979,0.127381673,-0.085932813,-0.085171799,-0.302761348,-0.172320751,0.786348388,-0.306844893
BB,Company 534,Rating agency 3,03/09/2016,Health Care,1.272472804,0.824275489,-2.446369468,-2.061333357,0.815050231,-1.787328898,-0.022201642,-0.673321039,-0.117295525,-0.073021582,-2.648928879,-0.14426002,1.717548374,-0.169757684,-2.149370457,-0.874864921,-0.862772731,-1.161224709
BB,Company 87,Rating agency 4,03/10/2016,Capital Goods,-0.283572106,0.627717839,-2.446369468,-0.130731167,-0.588509361,1.157258448,-0.022201642,0.75464933,0.565341918,-8.753538437,1.617835048,0.22587245,0.382511776,-0.073594289,0.076789402,-0.442197263,-0.315824475,0.280268751
BB,Company 458,Rating agency 3,03/10/2016,Energy,0.227615938,-1.493399039,-0.909080231,1.023425986,1.495406461,0.310144767,0.092658041,-0.872276661,-1.361313638,0.021568635,-0.266642729,0.180093006,-2.40581838,-0.368327138,-0.087694298,-0.228008528,0.149942741,-1.777398613
BBB,Company 316,Rating agency 4,03/10/2016,Finance,1.910338706,-0.102625391,-1.008945586,-0.01419054,-0.058386898,-0.321510074,-0.31392635,-0.683617699,1.279458828,0.240592718,0.742874853,0.134824479,0.535516927,0.124307019,-0.104020323,0.130731135,-0.238476739,1.137903503
BBB,Company 106,Rating agency 3,03/10/2016,Miscellaneous,-0.614679347,-0.106750255,-0.036971821,0.157612127,0.381112768,0.598788781,1.022391146,-0.291593205,0.598093521,0.485513382,1.089952201,0.091178151,0.402366699,0.059870764,-0.000781429,0.056523778,-0.145601605,-0.298897398
BBB,Company 520,Rating agency 4,03/11/2016,Capital Goods,0.788806105,0.870070199,0.680646412,0.116684478,-0.375001071,0.214570841,0.116903537,0.239367144,0.680720124,0.008326628,-0.459454941,0.004233771,0.35718177,-0.059620242,0.134780742,-0.365991006,-0.227414914,0.31384447
